username,text,likes
@MiddleEastEye,"“The only way I could know [if she’s alive] is by checking the names of martyrs”  On Real Talk, Palestinian journalist @yaraeid_ recounts the challenges of reaching her mother in #Gaza, made more difficult by the internet blackout.   Watch full interview: https://invidious.poast.org/d72XFCmDcpE",36
@asadabukhalil,"After serving as Israel's full partner in the genocidal war in Gaza, US will be made by its enemies to pay a price for many years to come, and in ways that we can't imagine now. And when that happens, US officials and media will feign innocence and exclaim: why do they hate us?",157
@erinoverbey,our @time people of the year: the journalists & humanitarian workers of gaza,63801
@Gaza_Psych,"Reports of mass execution of men in the school/shelters in north of Gaza, women and children are forced to watch then chased out under fire",6585
@khadljasays,"Refaat wasn’t just a writer or academic, he was an activist who was committed to his community & land. He would volunteer at Gaza’s zoo. In this video he details the harm Israel did to Gaza’s wildlife that they discovered during the truce. Life in Gaza was the core of everything.",317
@dr_ahmed950,Bad MORNING 💔  ISRAEL has  just MURDERED one of the warriors and valiant voices of Gaza: Dr Refaat bruh  @itranslate123 is no more with us 😭💔!  Rest in peace,0
@ninaturner,Good on @jaketapper for pushing back on the idea that those being killed in Gaza are somehow responsible for their own deaths.  It’s victim blaming 101. Glad to see it called out.,479
@itslaylas,"I am so tired of this man. It is bizarre & inappropriate for a professor to call for doxxing of students. He’s had dozens of tweets targeting students. Apparently, speaking about my dead family in Gaza means I should be doxxed. earlier, he wanted to “form a coalition for peace”.",2671
@MacSmiff,"There's 582,000 homeless people in the entire US.  There are currently 1,900,000 homeless people in Gaza, which only 17sq miles.",20
@valbistan,"Let the world see this Genocide   Occupying Israeli forces arrested dozens of citizens in the north of the Gaza Strip, took off their clothes and detained them despite the cold weather.",95
@stairwayto3dom,"🚨🇵🇸 Among the civilian detainees photographed by the occupation army, is journalist Diaa Al-Kahlot, bureau chief of Al-Arabi Al-Jadeed newspaper in Gaza, who appears in this photo…",8928
@maureenclarem,"His last words for @intifada:  ""We fear that Israel could prolong the genocide.  What happens if the tanks remain in Gaza for another month?  Or two months? Or even more?  The mere thought of a prolonged genocide terrifies us because nothing kills like hunger.""",191
@LoveMy7Wood,"On Monday, @omarsachedina and @CTVNews outrageously called The Rally For Jews a rally in support of the war. Three days later @CTVToronto broadcasts a report on Hanukkah (a Jewish, not Israeli holiday) laced with pictures of Gaza. CTV and @Bell seem to have a problem with Jews.",204
@HumanityISfail,It's a way to let the US know that they have continued to paralyse the security council from acting in Gaza to a point where the secretary general felt he needed to use an article not invoked in the last 30 years.  This is how bad it is.  About time people woke up,1
@naheed88422933,Were these copies dropped with the flyers or afterwards into Gaza!!,0
@noor_r4him,"Great to see King Charles visiting the Ealing Christmas Market. But in the urgency of the current ethnic cleansing campaign in Gaza, the silence is deafening. So here was my message to him..  🇵🇸🍉",507
@visegrad24,BREAKING:  Benyamin Netanyahu has declared that the IDF has surrounded the house of Yahya Sinwar the chief of Hamas in the Gaza Strip.  The end of Hamas is coming soon.  🇮🇱,33258
@SaulStaniforth,"Israel is cracking down on Palestinians within Israel who oppose the slaughter in Gaza. Artists, actors, human rights activists, community leaders and students have all been arrested, & they can be detained for 90 days without access to a lawyer.",3321
@zoo_bear,"Refaat Alareer was killed by @Israel today.   In his recent interview in October,  ""There is no way out of Gaza. What should we do... drown? Commit mass suicide? Is this what Israel wants? And we're not going to do that.. I am an academic, Probably the toughest thing I have at home is an Expo Marker. But if the Israelis invade us, If they barge at us, open door to door to massacre us, I am going to use that Marker, Throw it at the Israeli soldiers, even if that is the last thing that I will be able to do. And this is the feeling of everybody in Palestine. We are helpless and we have nothing to lose""",1531
@abierkhatib,"So it’s true. Refaat has been killed Israel killed my friend, my compass to the truth. Refaaat corrected my tweets, that how we started our friendship, told me stories of pain and love, joy and disappointment, fear and hope.. I lived and loved Gaza through his eyes and words.   Rest in freedom and justice, Refaat.  I’m broken my friend   الله يرحمك  #Gaza",4494
@RL9631,"You have a duty to protect the citizens of the United States, not Ukraine and not Gaza.   CLOSE the border or resign.  @HouseGOP @SpeakerJohnson @SenateGOP",829
@itranslate123,We want freedom by any means necessary. We want justice by any means necessary. We want equality by any means necessary. Malcolm X   #Gazaunderattack #Gaza #Jerusalem,1011
@SabbySabs2,Remember when the IDF attacked the funeral procession of Shireen? Was this Hamas? No it wasn't. They killed her and then beat Palestinians for holding a funeral for her.,71527
@SkyNewsAust,Foreign Minister Penny Wong is set to visit Israel and the Middle East in the coming weeks to encourage key regional counterparts to bring an end to the Israel-Hamas conflict.  https://www.skynews.com.au/australia-news/politics/penny-wong-set-to-visit-israel-and-middle-east/video/957367885194018d88983f9e4029d0c9,31
@LoganLevkoff,Hey @ABC7NY the “Ceasefire for Hanukkah” event is in NO way representative of Hanukkah activities in the city and is being run by Hamas apologists. It is horrible to suggest on our morning news that this is a celebration. You have just amplified a bunch of antisemites.,100
@KosherKockney,You wanna talk about how Hamas “don’t wear sandals?”  “Hamas don’t wear civilian clothes”  What the f*ck is this then?,1055
@OliLondonTV,At least 100 Hamas terrorists captured by IDF Forces today.   Pro-Palestinian accounts are attempting to claim these people are ‘innocent civilians’ and ‘journalists.’  These terrorists are from the Shejaiya Battalion operates in the Shejaiya neighborhood of Gaza and is responsible for numerous attacks against Israel.   They were heavily involved in the October 7th attacks in Israel.,5734
@OliLondonTV,"Gaza on Oct 7th vs Now. ⬇️  2 months ago Palestinians took to the streets of Gaza celebrate the terrorists that massacred 1,200 people in Israel.   Today, IDF have detained many of those who committed the atrocities on that day from the Hamas Shejaiya Battalion.",21179
@10081N,Trying to achieve fake victory by claiming that you have caught Hamas but you kidnapped citizens? Death to you,0
@OliLondonTV,"IDF forces have surrounded the home of the Hamas leader who orchestrated Oct 7th.   Yahya Sinwar who is dubbed ‘The Butcher of Khan Younis’ was responsible for 1,200 people being massacred during the Hamas attack on Israel.   Forces are now surrounding his home where he is thought to be hiding underground.   Source: NBC News",16677
@OliLondonTV,"Maya Goren was the nanny to 10 month old Kfir Bibas.   On Oct 7th she was kidnapped alongside the baby boys entire family.   Her husband, Avner, was executed on Oct 7th in Nir Oz.   She has now been killed by Hamas during captivity and they are refusing to release her body.",7908
@realDailyWire,A group of Arab peace activists sat through the 47 minutes of footage from Hamas October 7 massacre against Israeli civilians  This is their response:,1177
@DrLoupis,Look what Hamas did.  Wait. That was @IDF 🇮🇱,17608
@AjaRaden,"After Hamas GoPro-ed the torture, mutilation & mass rape of 1200+ people & dragged around naked, broken bodies to spit & urinate on; they have a flaming fuck of a lot of nerve screaming they’re being deliberately & excessively humiliated by being strip-searched for explosives.",7
@HungCao_VA,"It was @JoeBiden's foreign policy failures in the Middle East that started the conflict. Don't forget his actions enabled the Taliban to take over Afghanistan, just like his actions enabled Hamas to murder hundreds of Israelis on Oct. 7th.  https://www.timesofisrael.com/democratic-support-for-biden-ticks-upward-over-handling-of-israel-hamas-war-poll/",63
